,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,sale_type,saleprice
1198,20,RL,84.0,12615,Pave,4,Lvl,4,Corner,1,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,4,3,5,477.0,1,0.0,725.0,1202.0,GasA,3,Y,5,0,0,2158,1.0,0.0,2,0,4,1,4,8,1,Attchd,1950,Unf,576.0,TA,TA,Y,0,29,39,0,0,0,0,6,WD ,243000
1199,20,RL,85.0,14536,Pave,4,Lvl,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,3,6,1300.0,1,0.0,316.0,1616.0,GasA,5,Y,5,0,0,1629,1.0,0.0,2,0,3,1,4,8,1,Attchd,2002,Fin,808.0,TA,TA,Y,0,252,0,0,0,0,0,11,WD ,270000
1200,20,RL,71.0,9187,Pave,4,Bnk,4,Corner,1,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,336.0,1,0.0,748.0,1084.0,GasA,3,Y,5,0,0,1080,0.0,0.0,1,1,3,1,3,8,0,Attchd,1983,Unf,484.0,TA,TA,Y,120,0,158,0,0,0,0,6,WD ,134000
1201,60,RL,90.0,9900,Pave,4,Low,4,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4,3,4,6,987.0,1,0.0,360.0,1347.0,GasA,5,Y,5,1274,0,2646,1.0,0.0,2,1,4,1,4,8,1,Attchd,1993,RFn,656.0,TA,TA,Y,340,60,144,0,0,0,0,4,WD ,260000
1202,60,RL,64.0,8333,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,738.0,738.0,GasA,4,Y,5,753,0,1491,0.0,0.0,2,1,3,1,4,8,1,Attchd,2006,RFn,484.0,TA,TA,Y,100,30,0,0,0,0,0,5,WD ,168675
1203,80,RL,54.734375,10147,Pave,3,Lvl,4,CulDSac,1,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,PConc,4,3,1,2,186.0,1,0.0,206.0,392.0,GasA,4,Y,5,770,0,1694,0.0,0.0,2,1,3,1,3,8,1,BuiltIn,1994,Fin,398.0,TA,TA,Y,256,64,0,0,0,0,0,3,WD ,160000
1204,50,RM,44.0,5914,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,684.0,684.0,GasA,4,Y,5,396,0,1080,0.0,0.0,1,0,3,1,4,8,0,NA,NA,NA,0.0,NA,NA,N,0,165,30,0,0,0,0,9,WD ,95000
1205,60,RL,79.0,11646,Pave,3,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,704.0,704.0,GasA,5,Y,5,718,0,1422,0.0,0.0,2,1,3,1,4,8,1,Attchd,2005,Fin,440.0,TA,TA,Y,36,28,0,0,0,0,0,7,WD ,173000
1206,20,FV,60.0,7200,Pave,4,Lvl,4,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,0.0,1293.0,1293.0,GasA,5,Y,5,0,0,1301,1.0,0.0,2,0,2,1,4,8,1,Attchd,2006,RFn,572.0,TA,TA,Y,216,121,0,0,0,0,0,8,New,187750
1207,60,RL,46.0,20544,Pave,3,Lvl,4,CulDSac,1,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,3,4,CBlock,4,3,1,1,0.0,1,0.0,791.0,791.0,GasA,4,Y,5,857,0,2093,0.0,0.0,2,1,3,1,3,8,1,Attchd,1986,Fin,542.0,TA,TA,Y,364,63,0,0,0,0,0,11,WD ,215000
1208,20,RL,83.25,9981,Pave,3,Lvl,4,Corner,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,3,3,CBlock,3,3,2,4,221.0,1,0.0,852.0,1073.0,GasA,4,Y,5,0,0,1073,0.0,0.0,1,0,3,1,3,8,0,Attchd,1967,RFn,270.0,TA,TA,Y,0,90,0,0,0,0,0,3,WD ,120000
1209,20,RL,70.0,8251,Pave,4,Lvl,4,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,4,4,3,6,778.0,1,0.0,716.0,1494.0,GasA,5,Y,5,0,0,1506,1.0,0.0,2,0,3,1,4,8,1,Attchd,2005,RFn,672.0,TA,TA,Y,192,35,0,0,0,0,0,4,WD ,249000
1210,20,RL,78.0,10140,Pave,4,Lvl,4,Inside,1,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,3,3,CBlock,3,3,1,4,553.0,2,68.0,713.0,1334.0,GasA,4,Y,5,0,0,1334,1.0,0.0,2,0,3,1,3,8,0,Attchd,1967,RFn,477.0,TA,TA,Y,0,20,35,0,264,0,0,4,WD ,164500
1211,120,RM,66.759571,8239,Pave,3,Lvl,4,Inside,1,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,5,0,0,1295,0.0,0.0,2,0,2,1,4,8,0,Attchd,1986,RFn,312.0,TA,TA,Y,0,0,0,0,0,0,0,11,WD ,230000
1212,70,RM,83.25,5700,Pave,3,Lvl,4,Corner,1,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,3,336.0,1,0.0,336.0,672.0,GasA,4,N,4,672,0,1344,1.0,0.0,1,1,3,1,4,8,1,Attchd,1979,Unf,456.0,TA,TA,Y,0,0,70,0,0,0,0,9,WD ,140000
1213,20,RL,60.0,7200,Pave,4,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,1,5,630.0,4,102.0,0.0,732.0,GasA,3,Y,5,0,0,732,1.0,0.0,1,0,2,1,3,8,0,Detchd,1952,Unf,240.0,TA,TA,Y,0,68,0,0,0,0,0,9,WD ,118900
1214,20,RL,71.0,9178,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1468.0,1468.0,GasA,5,Y,5,0,0,1468,0.0,0.0,2,0,3,1,4,8,1,Attchd,2008,RFn,904.0,TA,TA,Y,192,142,0,0,0,0,0,6,WD ,239900
1215,120,RL,53.0,4043,Pave,4,Lvl,4,Inside,1,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,727.0,4,156.0,186.0,1069.0,GasA,4,Y,5,0,0,1069,0.0,1.0,2,0,2,1,3,8,1,Attchd,1975,RFn,440.0,TA,TA,Y,0,55,0,0,225,0,0,7,WD ,146300
1216,120,RM,66.759571,4224,Pave,4,Lvl,4,Inside,1,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,6,769.0,1,0.0,271.0,1040.0,GasA,4,Y,5,0,0,1040,0.0,0.0,1,0,3,1,3,8,0,Attchd,1975,Unf,499.0,TA,TA,Y,0,100,0,0,0,0,0,6,WD ,124000
1217,190,RL,75.0,11235,Pave,4,Lvl,4,Inside,1,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,925.0,1,0.0,0.0,925.0,GasA,3,Y,5,0,0,999,1.0,0.0,1,0,3,1,3,8,0,Detchd,1963,Unf,308.0,TA,TA,Y,40,176,0,0,0,0,0,3,WD ,130000
1218,20,RL,65.0,8450,Pave,4,Lvl,4,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1349.0,1349.0,GasA,5,Y,5,0,0,1349,0.0,0.0,2,0,3,1,3,8,0,Attchd,2000,Unf,539.0,TA,TA,Y,120,55,0,0,0,0,0,12,WD ,179000
1220,30,RM,47.0,4608,Pave,4,Lvl,4,Corner,1,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,3,Y,5,0,0,747,0.0,0.0,1,0,2,1,3,8,0,Attchd,1945,Unf,220.0,TA,TA,Y,0,0,0,0,0,0,0,6,WD ,80000
1221,20,RL,78.0,9262,Pave,4,Lvl,4,Inside,1,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1573.0,1573.0,GasA,5,Y,5,0,0,1578,0.0,0.0,2,0,3,1,5,8,1,Attchd,2008,Fin,840.0,TA,TA,Y,0,36,0,0,0,0,0,5,New,287090
1222,20,RM,70.0,12702,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,4,0,0,882,0.0,0.0,1,0,2,1,3,8,0,Detchd,1956,Unf,308.0,TA,TA,Y,0,45,0,0,0,0,0,12,WD ,97000
1223,120,RL,66.759571,2938,Pave,4,Lvl,4,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,3,6,1038.0,1,0.0,330.0,1368.0,GasA,5,Y,5,0,0,1511,1.0,0.0,2,0,2,1,4,8,1,Attchd,2002,Fin,398.0,TA,TA,Y,130,30,0,0,0,0,0,5,WD ,246990
1224,20,RL,160.0,18160,Grvl,4,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138.0,3,3,CBlock,3,3,3,4,550.0,1,0.0,752.0,1302.0,GasA,2,Y,5,0,0,1128,1.0,0.0,1,0,3,1,3,8,1,Attchd,1964,Unf,480.0,TA,TA,P,0,108,246,0,0,0,0,3,WD ,154204
1225,20,RL,76.0,11355,Pave,3,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,3,3,CBlock,3,3,1,4,637.0,1,0.0,675.0,1312.0,GasA,5,Y,5,0,0,1312,0.0,0.0,1,1,3,1,3,8,1,Attchd,1958,RFn,495.0,TA,TA,Y,0,304,144,0,0,0,6500,4,WD ,186000
1226,160,RM,21.0,1680,Pave,4,Lvl,4,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,356.0,3,3,CBlock,3,3,1,3,350.0,1,0.0,280.0,630.0,GasA,3,Y,5,672,0,1302,0.0,0.0,2,1,3,1,3,8,0,Detchd,1972,Unf,264.0,TA,TA,Y,0,0,0,0,0,0,0,12,WD ,111750
1227,20,RL,110.0,14300,Pave,4,HLS,4,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,3,PConc,5,3,4,6,1373.0,1,0.0,1473.0,2846.0,GasA,5,Y,5,0,0,2696,1.0,0.0,2,1,3,1,5,8,2,Attchd,2003,Fin,958.0,TA,TA,Y,220,150,0,0,0,0,0,6,WD ,500000
1228,60,RL,65.0,10616,Pave,3,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,628.0,628.0,GasA,5,Y,5,728,0,1356,0.0,0.0,2,1,3,1,4,8,1,BuiltIn,2007,Fin,484.0,TA,TA,Y,100,24,0,0,0,0,0,3,New,177439
1229,60,RL,96.0,11308,Pave,3,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,3,6,936.0,1,0.0,168.0,1104.0,GasA,5,Y,5,1054,0,2184,1.0,0.0,2,1,3,1,5,8,1,Attchd,2008,Fin,836.0,TA,TA,Y,0,102,0,0,0,0,0,7,WD ,335000
1230,60,RL,80.0,10480,Pave,4,Lvl,4,Inside,1,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,1,5,403.0,1,0.0,400.0,803.0,GasA,3,Y,5,866,0,1964,0.0,0.0,2,1,4,1,3,8,1,Attchd,1976,RFn,483.0,TA,TA,Y,0,69,0,0,0,0,0,9,WD ,205000
1231,120,RL,35.0,5118,Pave,3,HLS,4,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,4,6,926.0,1,0.0,386.0,1312.0,GasA,4,Y,5,0,0,1321,1.0,0.0,1,0,1,1,4,8,1,Attchd,1990,RFn,484.0,TA,TA,Y,0,64,140,0,0,0,0,8,WD ,212000
1232,120,RM,44.0,3811,Pave,3,HLS,4,Corner,2,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,3,PConc,5,3,4,6,1373.0,1,0.0,221.0,1594.0,GasA,5,Y,5,0,0,1646,1.0,1.0,2,0,2,1,4,8,1,Attchd,2004,Fin,525.0,TA,TA,Y,128,53,0,0,155,0,0,5,WD ,246000
1233,20,RL,66.759571,10825,Pave,3,Lvl,4,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,7,7,1983,1983,Gable,CompShg,WdShing,Plywood,BrkFace,174.0,4,3,CBlock,4,3,2,6,747.0,1,0.0,513.0,1260.0,GasA,3,Y,5,0,0,1260,1.0,0.0,2,0,3,1,3,8,0,Attchd,1983,Unf,598.0,TA,TA,Y,152,0,0,0,0,0,0,7,WD ,181900
1234,50,RM,50.0,5500,Pave,4,Lvl,4,Corner,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,234.0,5,692.0,0.0,926.0,GasA,3,Y,5,0,390,1316,1.0,0.0,1,0,3,1,3,8,0,Detchd,1974,Unf,484.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,130000
1235,70,RM,60.0,9600,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2,2,1,1,0.0,1,0.0,264.0,264.0,GasA,5,Y,5,664,0,1432,0.0,0.0,2,0,2,1,3,8,0,Detchd,1910,Unf,360.0,TA,Gd,Y,270,0,112,0,0,0,0,5,WD ,132000
1236,60,RL,75.0,9317,Pave,4,Lvl,4,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,1,6,497.0,1,0.0,282.0,779.0,GasA,5,Y,5,929,0,1958,1.0,0.0,2,1,3,1,4,8,1,Attchd,1994,RFn,499.0,TA,TA,Y,202,93,0,0,0,0,0,7,CWD,220000
1237,20,RL,66.759571,11838,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1753.0,1753.0,GasA,5,Y,5,0,0,1788,0.0,0.0,2,0,3,1,5,8,1,Attchd,2001,RFn,522.0,TA,TA,Y,202,151,0,0,0,0,0,6,WD ,236500
1238,60,FV,75.0,8004,Pave,3,Lvl,4,Inside,1,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,4,3,PConc,4,3,1,6,544.0,1,0.0,288.0,832.0,GasA,5,Y,5,1103,0,1935,1.0,0.0,2,1,3,1,3,8,0,BuiltIn,2009,Fin,552.0,TA,TA,Y,0,150,0,0,0,0,0,12,New,263435
1239,50,RM,60.0,6876,Pave,4,Bnk,4,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1272.0,1272.0,GasA,3,Y,5,0,697,1969,0.0,0.0,2,0,4,1,3,7,1,Detchd,1938,Unf,400.0,TA,TA,Y,0,34,0,0,0,0,0,11,COD,141000
1240,60,RL,66.759571,8396,Pave,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,5,1139,0,1986,0.0,0.0,2,1,4,1,4,8,1,BuiltIn,2003,Fin,434.0,TA,TA,Y,120,48,0,0,0,0,0,5,WD ,213000
1241,20,RL,73.0,9803,Pave,4,Lvl,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1214.0,1214.0,GasA,5,Y,5,0,0,1214,0.0,0.0,2,0,2,1,4,8,0,Attchd,2010,RFn,520.0,TA,TA,Y,0,25,0,0,0,0,0,1,New,179781
1242,120,RL,48.0,6240,Pave,4,Lvl,4,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,6,846.0,1,0.0,496.0,1342.0,GasA,5,Y,5,0,0,1342,1.0,0.0,2,0,2,1,4,8,1,Attchd,2007,Fin,550.0,TA,TA,Y,0,35,0,0,0,0,0,6,WD ,234250
1243,20,RL,83.25,15498,Pave,3,Lvl,4,Corner,1,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0.0,4,3,CBlock,4,3,3,5,1165.0,2,400.0,0.0,1565.0,GasA,3,Y,5,0,0,2898,1.0,0.0,2,0,2,1,4,8,1,Attchd,1976,Fin,665.0,TA,TA,Y,0,72,174,0,0,0,0,5,COD,287000
1244,60,RL,83.25,12891,Pave,3,Lvl,4,Corner,1,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,651.0,1,0.0,219.0,870.0,GasA,5,Y,5,1126,0,2004,1.0,0.0,2,1,4,1,4,8,1,BuiltIn,2002,Fin,644.0,TA,TA,Y,0,48,0,0,0,0,0,7,WD ,257500
1245,30,RM,60.0,6180,Pave,4,Lvl,4,Corner,1,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,3,N,5,0,0,986,0.0,0.0,1,0,2,1,3,8,1,Detchd,1926,Unf,180.0,TA,TA,Y,0,128,0,0,0,0,0,5,WD ,102000
1246,45,RM,57.0,7449,Pave,4,Bnk,4,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,637.0,637.0,GasA,5,Y,3,0,0,1108,0.0,0.0,1,0,3,1,4,8,1,Attchd,1930,Unf,280.0,TA,TA,N,0,0,205,0,0,0,0,6,WD ,139400
1247,50,RL,60.0,10410,Pave,4,Lvl,4,Corner,1,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,3,Y,5,520,0,1214,0.0,0.0,1,0,3,1,3,8,0,Detchd,1998,Unf,936.0,TA,TA,Y,216,0,160,0,0,0,0,1,WD ,105000
1248,20,RL,95.0,15865,Pave,3,Lvl,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,4,4,5,351.0,3,823.0,1043.0,2217.0,GasA,5,Y,5,0,0,2217,1.0,0.0,2,0,4,1,4,8,1,Attchd,1970,Unf,621.0,TA,TA,Y,81,207,0,0,224,0,0,10,WD ,268000
1249,80,RL,54.734375,19690,Pave,3,Lvl,4,CulDSac,1,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,4,4,CBlock,4,3,3,1,0.0,1,0.0,697.0,697.0,GasA,3,Y,5,626,0,2201,0.0,0.0,2,0,4,1,4,8,1,Attchd,1966,Unf,432.0,Gd,Gd,Y,586,236,0,0,0,738,0,8,WD ,274970
1250,120,RL,43.0,3182,Pave,4,Lvl,4,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1204.0,1220.0,GasA,5,Y,5,0,0,1220,0.0,0.0,2,0,2,1,4,8,1,Attchd,2005,Fin,397.0,TA,TA,Y,100,16,0,0,0,0,0,8,WD ,180000
1251,70,RM,60.0,9600,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,3,5,BrkTil,3,3,1,3,141.0,1,0.0,548.0,689.0,GasA,5,Y,5,689,0,1378,0.0,0.0,2,0,3,1,4,8,1,Detchd,1928,Unf,360.0,TA,TA,N,0,0,116,0,0,0,0,10,WD ,161000
1252,20,RL,60.0,11100,Pave,4,Low,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,Y,5,0,0,930,0.0,0.0,1,0,2,1,4,8,0,Detchd,1946,Unf,308.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,84900
1253,190,RL,70.0,13587,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,3,532.0,1,0.0,456.0,988.0,GasA,3,Y,5,0,0,988,1.0,0.0,1,0,2,1,3,8,0,Attchd,1958,Unf,264.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,119000
1254,20,RL,85.0,11447,Pave,3,Lvl,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,4,3,PConc,5,3,3,6,1571.0,1,0.0,393.0,1964.0,GasA,5,Y,5,0,0,1964,1.0,0.0,2,1,3,1,4,8,1,Attchd,2005,Fin,892.0,TA,TA,Y,0,265,0,0,0,0,0,6,WD ,370000
1255,20,RL,64.0,7242,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1270.0,1270.0,GasA,5,Y,5,0,0,1270,0.0,0.0,2,0,2,1,4,8,0,Attchd,2005,RFn,524.0,TA,TA,Y,0,96,0,0,0,0,0,7,WD ,175900
1256,90,RL,64.0,7018,Pave,4,Lvl,4,Inside,1,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,5,1120,0,2240,0.0,0.0,2,0,6,2,3,8,0,Detchd,1979,Unf,528.0,TA,TA,Y,154,0,0,0,0,0,0,6,WD ,142953
1257,120,RL,50.0,9466,Pave,2,Lvl,4,FR2,1,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,4,2,457.0,5,1037.0,0.0,1494.0,GasA,5,Y,5,0,0,1494,1.0,0.0,1,1,1,1,4,8,1,Attchd,1994,Fin,478.0,TA,TA,Y,0,30,0,0,217,0,0,5,WD ,279700
1258,20,RL,70.0,8400,Pave,4,Lvl,4,Corner,1,NAmes,Feedr,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,2,3,2,4,623.0,1,0.0,556.0,1179.0,GasA,4,Y,5,0,0,1364,0.0,0.0,1,1,3,1,3,8,1,Attchd,1957,RFn,331.0,TA,TA,Y,0,60,0,0,0,0,0,3,WD ,132000
1259,60,RL,66.759571,11050,Pave,4,Lvl,4,Inside,1,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,5,3,2,6,904.0,1,0.0,536.0,1440.0,GasA,5,Y,5,677,0,2153,1.0,0.0,2,1,3,1,5,8,2,Attchd,2000,Fin,736.0,TA,TA,Y,253,142,0,0,0,0,0,5,WD ,313000
